CFTR,ITPR1,0.4
CFTR,IFNG,0.4
CFTR,IL13,0.401
CFTR,BRCA1,0.405
CFTR,EGFR,0.408
CFTR,NR1H4,0.41
CFTR,SRC,0.416
CFTR,MUC2,0.421
CFTR,KRAS,0.425
CFTR,AQP3,0.428
CFTR,IGF2R,0.432
CFTR,VIM,0.432
CFTR,EIF4G1,0.433
CFTR,RUNX2,0.434
CFTR,IL7R,0.436
CFTR,TP53,0.438
CFTR,TF,0.439
CFTR,ATP7B,0.439
CFTR,NTRK1,0.452
CFTR,ITGB2,0.455
CFTR,GAPDH,0.455
CFTR,RACK1,0.459
CFTR,TLR4,0.462
CFTR,IL10,0.47
CFTR,UBB,0.477
CFTR,IL6,0.481
CFTR,TNF,0.487
CFTR,ARRB1,0.488
CFTR,PKD2,0.494
CFTR,HSPA1B,0.495
CFTR,PARK7,0.511
CFTR,UBC,0.511
CFTR,IL1B,0.514
CFTR,CASR,0.517
CFTR,ACE2,0.518
CFTR,KCNH2,0.52
CFTR,FLNC,0.52
CFTR,SNCA,0.527
CFTR,AQP5,0.53
CFTR,LDLR,0.531
CFTR,ELANE,0.532
CFTR,CXCL8,0.536
CFTR,HTT,0.54
CFTR,CHEK2,0.545
CFTR,HSF1,0.549
CFTR,HSPA5,0.559
CFTR,GFAP,0.561
CFTR,ABCB1,0.572
CFTR,CTNNB1,0.581
CFTR,CAPN1,0.583
CFTR,LAMP2,0.584
CFTR,TFRC,0.59
CFTR,SERPINA1,0.59
CFTR,MUC5AC,0.602
CFTR,SGK1,0.605
CFTR,BAG1,0.605
CFTR,NEDD4,0.606
CFTR,EMD,0.608
CFTR,SQSTM1,0.608
CFTR,PRKN,0.613
CFTR,UBE2I,0.618
CFTR,CD4,0.622
CFTR,CDH1,0.626
CFTR,KCNN4,0.651
CFTR,RAB5A,0.657
CFTR,TARDBP,0.693
CFTR,KRT18,0.702
CFTR,RAB11A,0.709
CFTR,KRT8,0.752
CFTR,NEDD4L,0.764
CFTR,HSPB1,0.78
CFTR,HDAC6,0.848
CFTR,ANO1,0.882
CFTR,SPINK1,0.888
CFTR,EZR,0.898
CFTR,YWHAZ,0.917
CFTR,CANX,0.936
CFTR,VCP,0.938
CFTR,PRKAA1,0.953
CFTR,TJP1,0.964
CFTR,STUB1,0.97
CFTR,HSPA8,0.986
CFTR,HSP90AA1,0.986
CFTR,SLC9A3R1,0.999
ITPR1,XBP1,0.512
ITPR1,PKD2,0.694
ITPR1,PLCG1,0.972
ITPR1,CANX,0.843
ITPR1,LGALS3,0.474
ITPR1,SNAP25,0.606
ITPR1,TRPA1,0.451
ITPR1,MAPK3,0.524
ITPR1,HDAC4,0.547
ITPR1,STAT3,0.548
ITPR1,PML,0.514
ITPR1,TP53,0.519
ITPR1,SIGMAR1,0.938
ITPR1,GJA1,0.702
ITPR1,HSPA9,0.995
ITPR1,PHB,0.402
ITPR1,AGT,0.405
ITPR1,PPP2CA,0.41
ITPR1,SRC,0.413
ITPR1,PRKCD,0.42
ITPR1,GAPDH,0.421
ITPR1,TRPV1,0.445
ITPR1,CASR,0.446
ITPR1,GRIN2B,0.447
ITPR1,CASP3,0.451
ITPR1,DNM1L,0.455
ITPR1,EIF2AK3,0.461
ITPR1,DDIT3,0.465
ITPR1,TRPM8,0.47
ITPR1,HSP90AA1,0.496
ITPR1,GSK3B,0.507
ITPR1,TRPM2,0.51
ITPR1,ATF6,0.541
ITPR1,TRPM7,0.542
ITPR1,VCP,0.545
ITPR1,RACK1,0.554
ITPR1,LYN,0.559
ITPR1,BDNF,0.569
ITPR1,PTEN,0.588
ITPR1,GRB2,0.61
ITPR1,BTK,0.621
ITPR1,ANO1,0.623
ITPR1,ATG5,0.627
ITPR1,KCNN4,0.628
ITPR1,CAV1,0.642
ITPR1,PINK1,0.662
ITPR1,TRPC6,0.703
ITPR1,ERN1,0.74
ITPR1,MCL1,0.75
ITPR1,PARK7,0.761
ITPR1,HSPA5,0.782
ITPR1,MFN2,0.79
ITPR1,BRCA1,0.822
ITPR1,CALR,0.834
ITPR1,BCL2L1,0.856
ITPR1,KAT5,0.907
ITPR1,PLCE1,0.922
ITPR1,PRKCB,0.937
ITPR1,PRKCA,0.937
ITPR1,PSEN1,0.94
ITPR1,PSEN2,0.954
ITPR1,AKT1,0.981
ITPR1,TRPC1,0.984
ITPR1,HTT,0.995
ITPR1,BCL2,0.996
ITPR1,ATXN2,0.996
ITPR1,VDAC1,0.996
ITPR1,ATXN3,0.996
ITPR1,BECN1,0.998
IFNG,CX3CL1,0.923
IFNG,CD74,0.555
IFNG,CD4,0.991
IFNG,TNFRSF1A,0.919
IFNG,SIRT1,0.596
IFNG,MIF,0.631
IFNG,MAPK1,0.627
IFNG,XBP1,0.461
IFNG,HMOX1,0.633
IFNG,RIPK3,0.439
IFNG,NFKBIA,0.714
IFNG,MMP2,0.587
IFNG,MEFV,0.591
IFNG,TGFB1,0.888
IFNG,HGF,0.716
IFNG,NOD1,0.573
IFNG,SERPINE1,0.72
IFNG,RPS6KB1,0.432
IFNG,CCL2,0.938
IFNG,COL1A1,0.407
IFNG,NFKB1,0.932
IFNG,SPI1,0.586
IFNG,CCND1,0.488
IFNG,IL23A,0.73
IFNG,MCAM,0.402
IFNG,YY1,0.402
IFNG,PRKCQ,0.402
IFNG,PIK3CD,0.402
IFNG,KLF4,0.403
IFNG,MET,0.405
IFNG,S100A9,0.405
IFNG,NOX4,0.406
IFNG,SMAD4,0.41
IFNG,PPARD,0.411
IFNG,MKI67,0.412
IFNG,ALOX5,0.414
IFNG,CASP10,0.415
IFNG,LDHA,0.416
IFNG,HSPA5,0.419
IFNG,HDAC1,0.42
IFNG,ABL1,0.423
IFNG,KLF2,0.423
IFNG,XDH,0.423
IFNG,SOD1,0.424
IFNG,ETS1,0.429
IFNG,EGR1,0.431
IFNG,SNCA,0.431
IFNG,SERPINA1,0.432
IFNG,PROM1,0.432
IFNG,WT1,0.433
IFNG,NR4A1,0.434
IFNG,DNMT1,0.435
IFNG,XIAP,0.436
IFNG,PYCARD,0.438
IFNG,ANGPT1,0.438
IFNG,FOXO3,0.441
IFNG,MUC2,0.441
IFNG,ABCA1,0.442
IFNG,CDKN1A,0.442
IFNG,DUSP1,0.443
IFNG,ANGPT2,0.447
IFNG,ATM,0.447
IFNG,EIF2AK3,0.447
IFNG,ATG16L1,0.447
IFNG,LMNA,0.448
IFNG,FADD,0.45
IFNG,EP300,0.451
IFNG,RIPK1,0.454
IFNG,MMP13,0.454
IFNG,TGM2,0.455
IFNG,TRIM21,0.455
IFNG,CTSL,0.457
IFNG,ATF3,0.457
IFNG,MCL1,0.458
IFNG,SMAD7,0.459
IFNG,S100A8,0.459
IFNG,KEAP1,0.459
IFNG,DDIT3,0.459
IFNG,IL12A,0.461
IFNG,UCHL1,0.463
IFNG,BSG,0.465
IFNG,FLT1,0.466
IFNG,IKBKE,0.466
IFNG,VDAC1,0.467
IFNG,TTR,0.468
IFNG,OLR1,0.469
IFNG,BIRC5,0.47
IFNG,NOTCH1,0.471
IFNG,TNFSF12,0.473
IFNG,SLC2A1,0.473
IFNG,TRAF3,0.473
IFNG,MAPT,0.473
IFNG,NLRP1,0.474
IFNG,PGF,0.474
IFNG,RNASEL,0.475
IFNG,BECN1,0.476
IFNG,CFLAR,0.479
IFNG,BST2,0.48
IFNG,TNFRSF10B,0.48
IFNG,PARP1,0.481
IFNG,ATG5,0.481
IFNG,ANXA1,0.483
IFNG,AFP,0.484
IFNG,VTCN1,0.484
IFNG,MUC5AC,0.49
IFNG,NR3C1,0.491
IFNG,GSK3B,0.492
IFNG,PTPN2,0.497
IFNG,TNFAIP3,0.497
IFNG,PTGER4,0.498
IFNG,PTPN22,0.502
IFNG,FURIN,0.502
IFNG,TXN,0.503
